order_item_id,order_id,product_id,quantity,unit_price,line_total,customer_id,order_date,order_status,payment_method,product_name,category,gender,age,city,order_month
240,95,66,2,39000,78000,24,2026-03-03,refunded,bank_transfer,전자기기 상품 066,전자기기,F,41,대전,2026-03
241,95,42,5,28000,140000,24,2026-03-03,refunded,bank_transfer,패션 상품 042,패션,F,41,대전,2026-03
242,95,41,2,163000,326000,24,2026-03-03,refunded,bank_transfer,스포츠 상품 041,스포츠,F,41,대전,2026-03
243,96,79,3,168000,504000,6,2026-07-14,refunded,kakao_pay,뷰티 상품 079,뷰티,F,32,성남,2026-07
244,96,76,3,126000,378000,6,2026-07-14,refunded,kakao_pay,스포츠 상품 076,스포츠,F,32,성남,2026-07
245,96,65,5,36000,180000,6,2026-07-14,refunded,kakao_pay,생활용품 상품 065,생활용품,F,32,성남,2026-07
246,96,69,4,157000,628000,6,2026-07-14,refunded,kakao_pay,도서 상품 069,도서,F,32,성남,2026-07
247,97,61,1,50000,50000,11,2025-09-16,cancelled,bank_transfer,생활용품 상품 061,생활용품,M,35,대구,2025-09
248,97,48,3,67000,201000,11,2025-09-16,cancelled,bank_transfer,식품 상품 048,식품,M,35,대구,2025-09
249,97,87,1,25000,25000,11,2025-09-16,cancelled,bank_transfer,도서 상품 087,도서,M,35,대구,2025-09
250,98,75,3,45000,135000,133,2025-10-16,completed,naver_pay,전자기기 상품 075,전자기기,M,67,성남,2025-10
251,98,93,1,89000,89000,133,2025-10-16,completed,naver_pay,전자기기 상품 093,전자기기,M,67,성남,2025-10
252,98,77,4,71000,284000,133,2025-10-16,completed,naver_pay,전자기기 상품 077,전자기기,M,67,성남,2025-10
253,98,34,5,118000,590000,133,2025-10-16,completed,naver_pay,전자기기 상품 034,전자기기,M,67,성남,2025-10
254,99,93,1,89000,89000,47,2026-01-02,cancelled,naver_pay,전자기기 상품 093,전자기기,F,36,울산,2026-01
255,99,75,4,45000,180000,47,2026-01-02,cancelled,naver_pay,전자기기 상품 075,전자기기,F,36,울산,2026-01
256,100,68,5,140000,700000,24,2025-12-05,completed,naver_pay,스포츠 상품 068,스포츠,F,41,대전,2025-12
257,100,100,4,102000,408000,24,2025-12-05,completed,naver_pay,도서 상품 100,도서,F,41,대전,2025-12
258,101,88,2,43000,86000,105,2026-02-14,completed,kakao_pay,생활용품 상품 088,생활용품,M,26,광주,2026-02
259,101,5,5,186000,930000,105,2026-02-14,completed,kakao_pay,식품 상품 005,식품,M,26,광주,2026-02
260,102,25,1,162000,162000,27,2026-06-05,completed,bank_transfer,생활용품 상품 025,생활용품,F,28,수원,2026-06
261,103,41,4,163000,652000,106,2025-12-13,completed,naver_pay,스포츠 상품 041,스포츠,M,38,부산,2025-12
262,103,20,4,80000,320000,106,2025-12-13,completed,naver_pay,스포츠 상품 020,스포츠,M,38,부산,2025-12
263,103,89,2,103000,206000,106,2025-12-13,completed,naver_pay,생활용품 상품 089,생활용품,M,38,부산,2025-12
264,103,53,5,188000,940000,106,2025-12-13,completed,naver_pay,생활용품 상품 053,생활용품,M,38,부산,2025-12
265,104,95,1,20000,20000,103,2026-01-06,cancelled,card,전자기기 상품 095,전자기기,M,34,인천,2026-01
266,104,91,2,59000,118000,103,2026-01-06,cancelled,card,스포츠 상품 091,스포츠,M,34,인천,2026-01
267,104,67,2,123000,246000,103,2026-01-06,cancelled,card,뷰티 상품 067,뷰티,M,34,인천,2026-01
268,104,72,3,189000,567000,103,2026-01-06,cancelled,card,뷰티 상품 072,뷰티,M,34,인천,2026-01
269,105,68,4,140000,560000,23,2026-05-25,completed,kakao_pay,스포츠 상품 068,스포츠,M,58,대전,2026-05
270,105,41,2,163000,326000,23,2026-05-25,completed,kakao_pay,스포츠 상품 041,스포츠,M,58,대전,2026-05
271,105,59,5,32000,160000,23,2026-05-25,completed,kakao_pay,뷰티 상품 059,뷰티,M,58,대전,2026-05
272,105,44,5,177000,885000,23,2026-05-25,completed,kakao_pay,생활용품 상품 044,생활용품,M,58,대전,2026-05
273,106,87,3,25000,75000,83,2026-04-23,cancelled,card,도서 상품 087,도서,F,22,수원,2026-04
274,106,79,4,168000,672000,83,2026-04-23,cancelled,card,뷰티 상품 079,뷰티,F,22,수원,2026-04
275,106,25,2,162000,324000,83,2026-04-23,cancelled,card,생활용품 상품 025,생활용품,F,22,수원,2026-04
276,107,72,3,189000,567000,132,2026-01-31,refunded,card,뷰티 상품 072,뷰티,F,60,부산,2026-01
277,107,29,3,78000,234000,132,2026-01-31,refunded,card,패션 상품 029,패션,F,60,부산,2026-01
278,107,99,3,200000,600000,132,2026-01-31,refunded,card,뷰티 상품 099,뷰티,F,60,부산,2026-01
279,108,89,4,103000,412000,119,2026-03-12,completed,naver_pay,생활용품 상품 089,생활용품,F,63,대전,2026-03
280,108,41,4,163000,652000,119,2026-03-12,completed,naver_pay,스포츠 상품 041,스포츠,F,63,대전,2026-03
281,109,72,3,189000,567000,49,2026-04-12,refunded,kakao_pay,뷰티 상품 072,뷰티,M,50,대구,2026-04
282,109,37,1,193000,193000,49,2026-04-12,refunded,kakao_pay,뷰티 상품 037,뷰티,M,50,대구,2026-04
283,109,74,5,145000,725000,49,2026-04-12,refunded,kakao_pay,뷰티 상품 074,뷰티,M,50,대구,2026-04
284,110,51,3,111000,333000,128,2026-04-04,completed,naver_pay,전자기기 상품 051,전자기기,F,41,고양,2026-04
285,110,99,2,200000,400000,128,2026-04-04,completed,naver_pay,뷰티 상품 099,뷰티,F,41,고양,2026-04
286,110,38,1,173000,173000,128,2026-04-04,completed,naver_pay,생활용품 상품 038,생활용품,F,41,고양,2026-04
287,110,37,1,193000,193000,128,2026-04-04,completed,naver_pay,뷰티 상품 037,뷰티,F,41,고양,2026-04
288,111,57,3,181000,543000,53,2026-01-21,refunded,kakao_pay,스포츠 상품 057,스포츠,F,56,대전,2026-01
289,111,96,4,112000,448000,53,2026-01-21,refunded,kakao_pay,생활용품 상품 096,생활용품,F,56,대전,2026-01
290,111,28,2,5000,10000,53,2026-01-21,refunded,kakao_pay,뷰티 상품 028,뷰티,F,56,대전,2026-01
291,112,72,3,189000,567000,34,2026-02-22,cancelled,kakao_pay,뷰티 상품 072,뷰티,M,59,수원,2026-02
292,112,18,1,109000,109000,34,2026-02-22,cancelled,kakao_pay,스포츠 상품 018,스포츠,M,59,수원,2026-02
293,112,79,5,168000,840000,34,2026-02-22,cancelled,kakao_pay,뷰티 상품 079,뷰티,M,59,수원,2026-02
294,113,32,1,172000,172000,125,2026-06-26,completed,card,도서 상품 032,도서,M,28,수원,2026-06
295,113,86,5,86000,430000,125,2026-06-26,completed,card,패션 상품 086,패션,M,28,수원,2026-06
296,114,82,2,75000,150000,62,2026-04-11,completed,bank_transfer,생활용품 상품 082,생활용품,F,63,광주,2026-04
297,114,7,1,142000,142000,62,2026-04-11,completed,bank_transfer,도서 상품 007,도서,F,63,광주,2026-04
298,115,43,4,197000,788000,142,2026-01-16,refunded,card,뷰티 상품 043,뷰티,F,32,서울,2026-01
299,115,13,2,164000,328000,142,2026-01-16,refunded,card,패션 상품 013,패션,F,32,서울,2026-01
300,115,1,5,160000,800000,142,2026-01-16,refunded,card,전자기기 상품 001,전자기기,F,32,서울,2026-01
301,115,21,4,37000,148000,142,2026-01-16,refunded,card,도서 상품 021,도서,F,32,서울,2026-01
302,116,62,2,183000,366000,105,2026-01-24,completed,card,뷰티 상품 062,뷰티,M,26,광주,2026-01
303,116,97,3,154000,462000,105,2026-01-24,completed,card,전자기기 상품 097,전자기기,M,26,광주,2026-01
304,116,42,3,28000,84000,105,2026-01-24,completed,card,패션 상품 042,패션,M,26,광주,2026-01
305,116,83,1,24000,24000,105,2026-01-24,completed,card,전자기기 상품 083,전자기기,M,26,광주,2026-01
306,117,84,5,78000,390000,30,2026-06-09,completed,naver_pay,스포츠 상품 084,스포츠,F,32,서울,2026-06
307,118,69,1,157000,157000,40,2026-03-05,completed,naver_pay,도서 상품 069,도서,M,23,서울,2026-03
308,118,23,4,102000,408000,40,2026-03-05,completed,naver_pay,스포츠 상품 023,스포츠,M,23,서울,2026-03
309,119,5,4,186000,744000,131,2025-12-24,cancelled,kakao_pay,식품 상품 005,식품,F,40,인천,2025-12
310,119,64,2,147000,294000,131,2025-12-24,cancelled,kakao_pay,식품 상품 064,식품,F,40,인천,2025-12
311,120,5,1,186000,186000,124,2026-01-07,completed,naver_pay,식품 상품 005,식품,M,67,대구,2026-01
312,120,39,5,77000,385000,124,2026-01-07,completed,naver_pay,식품 상품 039,식품,M,67,대구,2026-01
313,120,78,1,68000,68000,124,2026-01-07,completed,naver_pay,뷰티 상품 078,뷰티,M,67,대구,2026-01
314,121,37,4,193000,772000,117,2025-12-16,cancelled,bank_transfer,뷰티 상품 037,뷰티,F,65,성남,2025-12
315,121,83,5,24000,120000,117,2025-12-16,cancelled,bank_transfer,전자기기 상품 083,전자기기,F,65,성남,2025-12
316,121,68,4,140000,560000,117,2025-12-16,cancelled,bank_transfer,스포츠 상품 068,스포츠,F,65,성남,2025-12
317,122,65,4,36000,144000,49,2025-12-08,completed,bank_transfer,생활용품 상품 065,생활용품,M,50,대구,2025-12
318,122,35,2,59000,118000,49,2025-12-08,completed,bank_transfer,스포츠 상품 035,스포츠,M,50,대구,2025-12
319,123,43,2,197000,394000,71,2025-10-26,completed,naver_pay,뷰티 상품 043,뷰티,F,35,수원,2025-10
320,124,83,3,24000,72000,130,2026-06-17,completed,kakao_pay,전자기기 상품 083,전자기기,F,37,대전,2026-06
321,124,92,2,111000,222000,130,2026-06-17,completed,kakao_pay,식품 상품 092,식품,F,37,대전,2026-06
322,124,2,3,34000,102000,130,2026-06-17,completed,kakao_pay,도서 상품 002,도서,F,37,대전,2026-06
323,124,38,5,173000,865000,130,2026-06-17,completed,kakao_pay,생활용품 상품 038,생활용품,F,37,대전,2026-06
324,125,23,5,102000,510000,73,2025-11-23,refunded,kakao_pay,스포츠 상품 023,스포츠,M,33,수원,2025-11
325,125,82,4,75000,300000,73,2025-11-23,refunded,kakao_pay,생활용품 상품 082,생활용품,M,33,수원,2025-11
326,126,66,3,39000,117000,149,2026-01-10,completed,naver_pay,전자기기 상품 066,전자기기,M,20,부산,2026-01
327,126,12,4,175000,700000,149,2026-01-10,completed,naver_pay,식품 상품 012,식품,M,20,부산,2026-01
328,126,86,1,86000,86000,149,2026-01-10,completed,naver_pay,패션 상품 086,패션,M,20,부산,2026-01
329,126,24,2,196000,392000,149,2026-01-10,completed,naver_pay,스포츠 상품 024,스포츠,M,20,부산,2026-01
330,127,42,2,28000,56000,115,2025-10-26,completed,naver_pay,패션 상품 042,패션,M,60,부산,2025-10
331,127,1,3,160000,480000,115,2025-10-26,completed,naver_pay,전자기기 상품 001,전자기기,M,60,부산,2025-10
332,127,50,2,23000,46000,115,2025-10-26,completed,naver_pay,뷰티 상품 050,뷰티,M,60,부산,2025-10
333,127,58,3,197000,591000,115,2025-10-26,completed,naver_pay,식품 상품 058,식품,M,60,부산,2025-10
334,128,39,5,77000,385000,86,2026-06-25,cancelled,naver_pay,식품 상품 039,식품,F,44,수원,2026-06
335,128,93,5,89000,445000,86,2026-06-25,cancelled,naver_pay,전자기기 상품 093,전자기기,F,44,수원,2026-06
336,128,2,3,34000,102000,86,2026-06-25,cancelled,naver_pay,도서 상품 002,도서,F,44,수원,2026-06
337,129,89,2,103000,206000,83,2026-04-06,completed,bank_transfer,생활용품 상품 089,생활용품,F,22,수원,2026-04
338,129,8,1,189000,189000,83,2026-04-06,completed,bank_transfer,스포츠 상품 008,스포츠,F,22,수원,2026-04
339,129,60,3,113000,339000,83,2026-04-06,completed,bank_transfer,뷰티 상품 060,뷰티,F,22,수원,2026-04
340,130,52,5,152000,760000,147,2026-07-03,completed,naver_pay,스포츠 상품 052,스포츠,M,19,부산,2026-07
341,130,91,3,59000,177000,147,2026-07-03,completed,naver_pay,스포츠 상품 091,스포츠,M,19,부산,2026-07
342,131,82,3,75000,225000,106,2026-06-05,completed,card,생활용품 상품 082,생활용품,M,38,부산,2026-06
343,132,79,2,168000,336000,122,2025-11-20,cancelled,naver_pay,뷰티 상품 079,뷰티,F,58,울산,2025-11
344,132,29,2,78000,156000,122,2025-11-20,cancelled,naver_pay,패션 상품 029,패션,F,58,울산,2025-11
345,132,62,2,183000,366000,122,2025-11-20,cancelled,naver_pay,뷰티 상품 062,뷰티,F,58,울산,2025-11
346,133,96,5,112000,560000,39,2025-11-23,completed,naver_pay,생활용품 상품 096,생활용품,M,32,대구,2025-11
347,133,48,4,67000,268000,39,2025-11-23,completed,naver_pay,식품 상품 048,식품,M,32,대구,2025-11
348,133,90,5,44000,220000,39,2025-11-23,completed,naver_pay,스포츠 상품 090,스포츠,M,32,대구,2025-11
349,133,61,5,50000,250000,39,2025-11-23,completed,naver_pay,생활용품 상품 061,생활용품,M,32,대구,2025-11
350,134,98,2,10000,20000,33,2025-12-03,completed,kakao_pay,스포츠 상품 098,스포츠,M,31,수원,2025-12
351,134,88,5,43000,215000,33,2025-12-03,completed,kakao_pay,생활용품 상품 088,생활용품,M,31,수원,2025-12
352,135,68,4,140000,560000,113,2026-06-23,refunded,card,스포츠 상품 068,스포츠,M,57,성남,2026-06
353,136,10,5,55000,275000,117,2026-03-17,completed,card,스포츠 상품 010,스포츠,F,65,성남,2026-03
354,136,15,1,36000,36000,117,2026-03-17,completed,card,뷰티 상품 015,뷰티,F,65,성남,2026-03
355,136,71,5,161000,805000,117,2026-03-17,completed,card,전자기기 상품 071,전자기기,F,65,성남,2026-03
356,137,74,5,145000,725000,105,2025-12-26,completed,bank_transfer,뷰티 상품 074,뷰티,M,26,광주,2025-12
357,137,20,2,80000,160000,105,2025-12-26,completed,bank_transfer,스포츠 상품 020,스포츠,M,26,광주,2025-12
358,138,67,4,123000,492000,121,2026-06-18,completed,kakao_pay,뷰티 상품 067,뷰티,M,34,서울,2026-06
359,138,15,2,36000,72000,121,2026-06-18,completed,kakao_pay,뷰티 상품 015,뷰티,M,34,서울,2026-06
360,138,92,5,111000,555000,121,2026-06-18,completed,kakao_pay,식품 상품 092,식품,M,34,서울,2026-06
361,139,12,5,175000,875000,102,2026-04-26,completed,card,식품 상품 012,식품,M,60,고양,2026-04
362,139,58,1,197000,197000,102,2026-04-26,completed,card,식품 상품 058,식품,M,60,고양,2026-04
363,139,59,2,32000,64000,102,2026-04-26,completed,card,뷰티 상품 059,뷰티,M,60,고양,2026-04
364,139,66,4,39000,156000,102,2026-04-26,completed,card,전자기기 상품 066,전자기기,M,60,고양,2026-04
365,140,73,1,114000,114000,137,2026-07-02,completed,naver_pay,도서 상품 073,도서,M,68,울산,2026-07
366,140,72,4,189000,756000,137,2026-07-02,completed,naver_pay,뷰티 상품 072,뷰티,M,68,울산,2026-07
367,140,87,3,25000,75000,137,2026-07-02,completed,naver_pay,도서 상품 087,도서,M,68,울산,2026-07
368,140,93,1,89000,89000,137,2026-07-02,completed,naver_pay,전자기기 상품 093,전자기기,M,68,울산,2026-07
369,141,33,1,124000,124000,125,2026-04-01,refunded,card,패션 상품 033,패션,M,28,수원,2026-04
370,141,96,2,112000,224000,125,2026-04-01,refunded,card,생활용품 상품 096,생활용품,M,28,수원,2026-04
371,141,75,1,45000,45000,125,2026-04-01,refunded,card,전자기기 상품 075,전자기기,M,28,수원,2026-04
372,141,6,4,5000,20000,125,2026-04-01,refunded,card,전자기기 상품 006,전자기기,M,28,수원,2026-04
373,142,90,1,44000,44000,18,2026-04-29,completed,bank_transfer,스포츠 상품 090,스포츠,M,58,고양,2026-04
374,142,70,1,198000,198000,18,2026-04-29,completed,bank_transfer,패션 상품 070,패션,M,58,고양,2026-04
375,142,9,4,193000,772000,18,2026-04-29,completed,bank_transfer,스포츠 상품 009,스포츠,M,58,고양,2026-04
376,143,37,4,193000,772000,59,2025-12-28,cancelled,card,뷰티 상품 037,뷰티,F,26,수원,2025-12
377,144,99,2,200000,400000,26,2025-10-19,cancelled,card,뷰티 상품 099,뷰티,F,56,대구,2025-10
378,144,99,4,200000,800000,26,2025-10-19,cancelled,card,뷰티 상품 099,뷰티,F,56,대구,2025-10
379,145,49,4,161000,644000,43,2026-07-30,completed,kakao_pay,전자기기 상품 049,전자기기,M,42,고양,2026-07
380,145,49,4,161000,644000,43,2026-07-30,completed,kakao_pay,전자기기 상품 049,전자기기,M,42,고양,2026-07
381,145,11,5,115000,575000,43,2026-07-30,completed,kakao_pay,패션 상품 011,패션,M,42,고양,2026-07
382,146,84,3,78000,234000,12,2025-11-24,completed,kakao_pay,스포츠 상품 084,스포츠,F,66,대전,2025-11
383,146,16,2,81000,162000,12,2025-11-24,completed,kakao_pay,스포츠 상품 016,스포츠,F,66,대전,2025-11
384,147,68,2,140000,280000,76,2026-01-03,completed,kakao_pay,스포츠 상품 068,스포츠,M,45,울산,2026-01
385,147,94,2,124000,248000,76,2026-01-03,completed,kakao_pay,도서 상품 094,도서,M,45,울산,2026-01
386,147,1,1,160000,160000,76,2026-01-03,completed,kakao_pay,전자기기 상품 001,전자기기,M,45,울산,2026-01
387,147,39,4,77000,308000,76,2026-01-03,completed,kakao_pay,식품 상품 039,식품,M,45,울산,2026-01
388,148,69,4,157000,628000,111,2025-12-07,completed,bank_transfer,도서 상품 069,도서,F,41,광주,2025-12
389,148,30,2,115000,230000,111,2025-12-07,completed,bank_transfer,생활용품 상품 030,생활용품,F,41,광주,2025-12
390,148,59,3,32000,96000,111,2025-12-07,completed,bank_transfer,뷰티 상품 059,뷰티,F,41,광주,2025-12
391,148,20,3,80000,240000,111,2025-12-07,completed,bank_transfer,스포츠 상품 020,스포츠,F,41,광주,2025-12
392,149,93,1,89000,89000,136,2026-01-28,refunded,naver_pay,전자기기 상품 093,전자기기,M,19,대구,2026-01
393,149,5,4,186000,744000,136,2026-01-28,refunded,naver_pay,식품 상품 005,식품,M,19,대구,2026-01
394,150,31,2,153000,306000,47,2025-11-18,completed,bank_transfer,뷰티 상품 031,뷰티,F,36,울산,2025-11
395,151,13,5,164000,820000,21,2026-01-05,refunded,naver_pay,패션 상품 013,패션,M,23,인천,2026-01
396,152,58,5,197000,985000,62,2025-09-15,refunded,naver_pay,식품 상품 058,식품,F,63,광주,2025-09
397,153,32,1,172000,172000,37,2026-06-11,cancelled,bank_transfer,도서 상품 032,도서,M,65,고양,2026-06
398,154,57,2,181000,362000,66,2026-04-05,completed,naver_pay,스포츠 상품 057,스포츠,F,39,서울,2026-04
399,154,70,2,198000,396000,66,2026-04-05,completed,naver_pay,패션 상품 070,패션,F,39,서울,2026-04
400,154,97,1,154000,154000,66,2026-04-05,completed,naver_pay,전자기기 상품 097,전자기기,F,39,서울,2026-04
401,154,18,5,109000,545000,66,2026-04-05,completed,naver_pay,스포츠 상품 018,스포츠,F,39,서울,2026-04
402,155,30,5,115000,575000,3,2025-10-29,completed,naver_pay,생활용품 상품 030,생활용품,F,61,성남,2025-10
403,155,41,5,163000,815000,3,2025-10-29,completed,naver_pay,스포츠 상품 041,스포츠,F,61,성남,2025-10
404,155,77,3,71000,213000,3,2025-10-29,completed,naver_pay,전자기기 상품 077,전자기기,F,61,성남,2025-10
405,156,39,2,77000,154000,140,2025-12-25,completed,bank_transfer,식품 상품 039,식품,M,32,인천,2025-12
406,156,85,5,74000,370000,140,2025-12-25,completed,bank_transfer,생활용품 상품 085,생활용품,M,32,인천,2025-12
407,157,53,3,188000,564000,114,2025-09-27,refunded,kakao_pay,생활용품 상품 053,생활용품,F,60,성남,2025-09
408,157,36,1,126000,126000,114,2025-09-27,refunded,kakao_pay,도서 상품 036,도서,F,60,성남,2025-09
409,158,81,4,165000,660000,77,2025-10-01,completed,naver_pay,전자기기 상품 081,전자기기,M,64,서울,2025-10
410,158,72,4,189000,756000,77,2025-10-01,completed,naver_pay,뷰티 상품 072,뷰티,M,64,서울,2025-10
411,159,45,4,62000,248000,117,2026-04-12,completed,kakao_pay,패션 상품 045,패션,F,65,성남,2026-04
412,160,90,4,44000,176000,99,2026-01-01,completed,naver_pay,스포츠 상품 090,스포츠,M,25,고양,2026-01
413,160,53,2,188000,376000,99,2026-01-01,completed,naver_pay,생활용품 상품 053,생활용품,M,25,고양,2026-01
414,160,39,4,77000,308000,99,2026-01-01,completed,naver_pay,식품 상품 039,식품,M,25,고양,2026-01
415,161,97,5,154000,770000,61,2026-06-07,refunded,naver_pay,전자기기 상품 097,전자기기,M,31,성남,2026-06
416,161,61,2,50000,100000,61,2026-06-07,refunded,naver_pay,생활용품 상품 061,생활용품,M,31,성남,2026-06
417,162,39,2,77000,154000,92,2025-10-29,completed,kakao_pay,식품 상품 039,식품,M,31,서울,2025-10
418,162,60,1,113000,113000,92,2025-10-29,completed,kakao_pay,뷰티 상품 060,뷰티,M,31,서울,2025-10
419,163,54,5,103000,515000,6,2026-05-15,completed,naver_pay,스포츠 상품 054,스포츠,F,32,성남,2026-05
420,163,68,2,140000,280000,6,2026-05-15,completed,naver_pay,스포츠 상품 068,스포츠,F,32,성남,2026-05
421,163,50,2,23000,46000,6,2026-05-15,completed,naver_pay,뷰티 상품 050,뷰티,F,32,성남,2026-05
422,163,33,2,124000,248000,6,2026-05-15,completed,naver_pay,패션 상품 033,패션,F,32,성남,2026-05
423,164,83,1,24000,24000,3,2026-08-13,refunded,card,전자기기 상품 083,전자기기,F,61,성남,2026-08
424,164,58,3,197000,591000,3,2026-08-13,refunded,card,식품 상품 058,식품,F,61,성남,2026-08
425,164,12,5,175000,875000,3,2026-08-13,refunded,card,식품 상품 012,식품,F,61,성남,2026-08
426,165,7,3,142000,426000,128,2026-06-29,completed,kakao_pay,도서 상품 007,도서,F,41,고양,2026-06
427,165,49,5,161000,805000,128,2026-06-29,completed,kakao_pay,전자기기 상품 049,전자기기,F,41,고양,2026-06
428,166,10,2,55000,110000,91,2026-03-19,completed,bank_transfer,스포츠 상품 010,스포츠,M,27,인천,2026-03
429,167,62,2,183000,366000,65,2025-10-19,completed,bank_transfer,뷰티 상품 062,뷰티,F,33,인천,2025-10
430,167,43,3,197000,591000,65,2025-10-19,completed,bank_transfer,뷰티 상품 043,뷰티,F,33,인천,2025-10
431,168,28,2,5000,10000,11,2026-08-14,cancelled,kakao_pay,뷰티 상품 028,뷰티,M,35,대구,2026-08
432,169,96,4,112000,448000,9,2025-09-14,completed,kakao_pay,생활용품 상품 096,생활용품,M,69,서울,2025-09
433,170,90,5,44000,220000,24,2026-04-20,completed,kakao_pay,스포츠 상품 090,스포츠,F,41,대전,2026-04
434,170,91,2,59000,118000,24,2026-04-20,completed,kakao_pay,스포츠 상품 091,스포츠,F,41,대전,2026-04
435,171,31,5,153000,765000,107,2025-12-29,completed,bank_transfer,뷰티 상품 031,뷰티,F,47,고양,2025-12
436,171,42,3,28000,84000,107,2025-12-29,completed,bank_transfer,패션 상품 042,패션,F,47,고양,2025-12
437,171,49,4,161000,644000,107,2025-12-29,completed,bank_transfer,전자기기 상품 049,전자기기,F,47,고양,2025-12
438,171,69,3,157000,471000,107,2025-12-29,completed,bank_transfer,도서 상품 069,도서,F,47,고양,2025-12
439,172,34,3,118000,354000,34,2026-03-11,refunded,kakao_pay,전자기기 상품 034,전자기기,M,59,수원,2026-03
440,172,66,4,39000,156000,34,2026-03-11,refunded,kakao_pay,전자기기 상품 066,전자기기,M,59,수원,2026-03
441,172,60,1,113000,113000,34,2026-03-11,refunded,kakao_pay,뷰티 상품 060,뷰티,M,59,수원,2026-03
442,173,98,3,10000,30000,129,2026-03-14,completed,kakao_pay,스포츠 상품 098,스포츠,F,45,대구,2026-03
443,173,27,3,145000,435000,129,2026-03-14,completed,kakao_pay,전자기기 상품 027,전자기기,F,45,대구,2026-03
444,173,41,4,163000,652000,129,2026-03-14,completed,kakao_pay,스포츠 상품 041,스포츠,F,45,대구,2026-03
445,173,6,5,5000,25000,129,2026-03-14,completed,kakao_pay,전자기기 상품 006,전자기기,F,45,대구,2026-03
446,174,95,2,20000,40000,66,2026-02-28,completed,naver_pay,전자기기 상품 095,전자기기,F,39,서울,2026-02
447,174,3,3,152000,456000,66,2026-02-28,completed,naver_pay,전자기기 상품 003,전자기기,F,39,서울,2026-02
448,175,38,2,173000,346000,87,2026-01-20,cancelled,card,생활용품 상품 038,생활용품,M,31,울산,2026-01
449,175,26,3,82000,246000,87,2026-01-20,cancelled,card,도서 상품 026,도서,M,31,울산,2026-01
450,175,30,4,115000,460000,87,2026-01-20,cancelled,card,생활용품 상품 030,생활용품,M,31,울산,2026-01
451,175,73,2,114000,228000,87,2026-01-20,cancelled,card,도서 상품 073,도서,M,31,울산,2026-01
452,176,71,3,161000,483000,20,2025-11-20,completed,bank_transfer,전자기기 상품 071,전자기기,F,20,인천,2025-11
453,176,33,4,124000,496000,20,2025-11-20,completed,bank_transfer,패션 상품 033,패션,F,20,인천,2025-11
454,176,93,4,89000,356000,20,2025-11-20,completed,bank_transfer,전자기기 상품 093,전자기기,F,20,인천,2025-11
455,176,59,2,32000,64000,20,2025-11-20,completed,bank_transfer,뷰티 상품 059,뷰티,F,20,인천,2025-11
456,177,22,2,112000,224000,102,2025-09-29,completed,kakao_pay,생활용품 상품 022,생활용품,M,60,고양,2025-09
457,177,93,5,89000,445000,102,2025-09-29,completed,kakao_pay,전자기기 상품 093,전자기기,M,60,고양,2025-09
458,177,63,2,123000,246000,102,2025-09-29,completed,kakao_pay,도서 상품 063,도서,M,60,고양,2025-09
459,178,68,1,140000,140000,102,2025-12-17,completed,card,스포츠 상품 068,스포츠,M,60,고양,2025-12
460,179,86,1,86000,86000,138,2026-09-10,cancelled,card,패션 상품 086,패션,F,35,대구,2026-09
461,180,53,2,188000,376000,95,2026-08-10,refunded,kakao_pay,생활용품 상품 053,생활용품,M,50,성남,2026-08
462,181,9,2,193000,386000,98,2026-03-14,completed,kakao_pay,스포츠 상품 009,스포츠,F,61,인천,2026-03
463,181,2,2,34000,68000,98,2026-03-14,completed,kakao_pay,도서 상품 002,도서,F,61,인천,2026-03
464,182,48,1,67000,67000,60,2025-10-24,completed,naver_pay,식품 상품 048,식품,F,34,성남,2025-10
465,182,80,5,138000,690000,60,2025-10-24,completed,naver_pay,패션 상품 080,패션,F,34,성남,2025-10
466,182,62,4,183000,732000,60,2025-10-24,completed,naver_pay,뷰티 상품 062,뷰티,F,34,성남,2025-10
467,182,3,1,152000,152000,60,2025-10-24,completed,naver_pay,전자기기 상품 003,전자기기,F,34,성남,2025-10
468,183,2,1,34000,34000,144,2026-07-26,refunded,kakao_pay,도서 상품 002,도서,M,22,광주,2026-07
469,183,68,3,140000,420000,144,2026-07-26,refunded,kakao_pay,스포츠 상품 068,스포츠,M,22,광주,2026-07
470,183,69,3,157000,471000,144,2026-07-26,refunded,kakao_pay,도서 상품 069,도서,M,22,광주,2026-07
471,183,3,5,152000,760000,144,2026-07-26,refunded,kakao_pay,전자기기 상품 003,전자기기,M,22,광주,2026-07
472,184,23,1,102000,102000,57,2025-10-05,cancelled,card,스포츠 상품 023,스포츠,F,23,수원,2025-10
473,184,13,5,164000,820000,57,2025-10-05,cancelled,card,패션 상품 013,패션,F,23,수원,2025-10
474,184,20,2,80000,160000,57,2025-10-05,cancelled,card,스포츠 상품 020,스포츠,F,23,수원,2025-10
475,184,25,5,162000,810000,57,2025-10-05,cancelled,card,생활용품 상품 025,생활용품,F,23,수원,2025-10
476,185,46,3,55000,165000,78,2026-02-12,completed,naver_pay,뷰티 상품 046,뷰티,F,21,울산,2026-02
477,185,51,1,111000,111000,78,2026-02-12,completed,naver_pay,전자기기 상품 051,전자기기,F,21,울산,2026-02
478,185,48,4,67000,268000,78,2026-02-12,completed,naver_pay,식품 상품 048,식품,F,21,울산,2026-02
479,186,73,2,114000,228000,36,2026-03-19,completed,card,도서 상품 073,도서,F,65,성남,2026-03
